Protein_Id	Gene_Symbol	Description	Group_ID	Number_of_peptides	Collapsed	Parsimony	default~ratios0 sum	TMTPro126	TMTPro128C	TMTPro129N	TMTPro130C	TMTPro131N	TMTPro131C	TMTPro133C	TMTPro134N	default~ratios9 sum
KY21.Chr10.1048.v1.SL1-1			3428	2	C	UR	0	0.25523	0.156852	0.209032	0.25417	0.22358	0.22904	0.35537	0.31673	0
KY21.Chr5.1117.v1.SL1-1			3429	1	C	UR	0	0.044925	0.039613	0.042302	0.051324	0.062813	0.11819	0.26311	0.37773	0
KY21.Chr14.642.v1.SL1-1			3430	6	C	UR	0	0.164005	0.247672	0.266529	0.213187	1.00375	1.39265	1.43404	1.27817	0
KY21.Chr3.98.v1.nonSL2-1			3431	2	C	UR	0	0.30696	0.2366	0.30281	0.36397	0.28328	0.22528	0.177512	0.103582	0
KY21.Chr5.980.v1.nonSL3-1			3432	16	C	UR	0	2.09686	1.72766	2.0266	1.78767	1.94829	1.74156	2.52424	2.14714	0
KY21.Chr14.42.v1.ND1-1			3433	4	C	UR	0	0.393561	0.387865	0.53425	0.393825	0.486866	0.445084	0.76451	0.59406	0
KY21.Chr14.44.v1.SL1-1			3433	1	C	UR	0	0.10221	0.1053	0.12223	0.079916	0.1198	0.080651	0.20776	0.18214	0
KY21.Chr8.296.v3.ND10-1			3434	5	C	UR	0	0.463342	0.50562	0.60533	0.586109	0.76301	0.68138	0.74628	0.64892	0
KY21.Chr3.127.v1.nonSL7-1			3435	7	C	UR	0	1.47943	0.646307	0.831958	1.04521	1.00271	0.777099	0.672951	0.544352	0
KY21.Chr8.1293.v1.SL1-1			3436	8	C	UR	0	0.903726	0.78555	0.9363	0.99909	1.16112	0.9741	1.17627	1.06383	0
KY21.Chr12.873.v1.SL1-1			3437	8	C	UR	0	0.91323	0.768322	0.878247	0.896103	1.11836	1.09565	1.2202	1.1099	0
KY21.Chr3.947.v1.nonSL3-1			3438	8	C	UR	0	1.07366	0.942658	1.07849	0.939404	1.03843	1.03222	1.05316	0.842015	0
KY21.Chr8.522.v1.SL1-1			3439	19	C	UR	0	2.52583	1.94226	2.48097	2.07538	2.33901	2.19145	2.85927	2.58586	0
KY21.Chr14.548.v1.nonSL2-1			3440	11	C	UR	0	0.5727	0.504691	0.953937	1.20884	1.80397	1.71636	2.21435	2.02516	0
KY21.Chr14.801.v1.SL1-1			3441	13	C	UR	0	1.48792	1.7356	2.17589	1.51045	1.80072	1.52759	1.5565	1.20534	0
KY21.Chr13.388.v1.nonSL8-1			3442	27	C	UR	0	3.6049	3.2068	3.48712	2.93014	3.50301	2.83598	3.87713	3.55488	0
KY21.Chr2.64.v1.SL1-1			3443	2	C	UR	0	0.30504	0.203381	0.25121	0.206672	0.25023	0.21191	0.27113	0.30041	0
KY21.Chr3.1541.v1.ND1-2			3444	10	C	UR	0	1.00718	0.857267	1.17379	1.26595	1.36991	1.35607	1.54706	1.42276	0
KY21.Chr7.308.v1.SL1-1			3445	11	C	UR	0	1.3881	1.23113	1.42044	1.1963	1.40506	1.27647	1.57466	1.50787	0
KY21.Chr3.462.v1.ND1-1			3446	6	C	UR	0	1.95042	1.51795	1.36773	0.446816	0.32251	0.181527	0.195581	0.0174814	0
KY21.Chr1.774.v1.SL1-1			3447	8	C	UR	0	0.673292	0.65174	0.760151	0.89387	1.05168	1.07132	1.4754	1.42256	0
KY21.Chr6.432.v1.SL1-1			3448	3	C	UR	0	0.17239	0.294435	0.358242	0.197107	0.399914	0.357587	0.77731	0.44303	0
KY21.Chr5.781.v1.SL3-1			3449	6	C	UR	0	0.637229	0.543988	0.75729	0.625143	0.7201	0.72149	1.06875	0.92599	0
KY21.Chr9.868.v1.nonSL6-1			3450	16	C	UR	0	1.92254	1.71324	1.93657	1.85806	2.09446	1.944	2.40119	2.12993	0
KY21.Chr3.665.v2.nonSL3-1			3451	9	C	UR	0	0.110964	0.213696	0.925628	1.37503	2.0585	1.57238	1.53725	1.20654	0
KY21.Chr6.573.v1.SL3-1			3452	3	C	UR	0	0.317604	0.304304	0.69659	0.62251	0.51207	0.263953	0.170121	0.112834	0
KY21.Chr12.650.v1.SL1-1			3453	21	C	UR	0	2.26012	2.02063	2.49286	2.46531	2.84707	2.65754	3.32688	2.92965	0
KY21.Chr6.464.v1.SL1-1			3454	3	C	UR	0	0.25182	0.2196	0.33569	0.3245	0.4349	0.43898	0.52336	0.47117	0
KY21.Chr5.275.v1.nonSL5-1			3455	18	C	UR	0	2.62891	2.41797	2.58643	1.79044	2.03966	1.838	2.47701	2.22159	0
KY21.Chr3.862.v1.SL3-1			3456	4	C	UR	0	0.53978	0.457282	0.54074	0.47075	0.54639	0.44796	0.546	0.451116	0
KY21.Chr1.776.v1.SL2-1			3457	9	C	UR	0	1.22232	1.01808	1.19278	0.983318	1.20155	0.986316	1.289	1.10666	0
KY21.Chr1.1987.v1.nonSL3-1			3458	10	C	UR	0	1.225	1.05468	1.19349	1.21308	1.38555	1.25193	1.37718	1.2991	0
KY21.Chr4.1194.v1.SL1-1			3459	11	C	UR	0	1.12952	1.00098	1.26872	1.38102	1.67419	1.42733	1.66056	1.45767	0
KY21.Chr10.650.v1.SL1-1			3460	10	C	UR	0	1.01744	0.838748	0.993386	1.01596	1.34411	1.42082	1.64471	1.72482	0
KY21.Chr7.408.v2.SL1-1			3461	13	C	UR	0	1.57479	1.27893	1.71169	1.4957	1.68481	1.5615	2.01574	1.67687	0
KY21.Chr2.1066.v1.SL2-1			3462	1	C	UR	0	0.13592	0.12821	0.12343	0.11067	0.12228	0.11545	0.14384	0.1202	0
KY21.Chr3.177.v1.SL1-1			3463	6	C	UR	0	0.78508	0.625063	0.75207	0.615597	0.74568	0.614482	0.89223	0.96982	0
KY21.Chr8.567.v1.SL1-1			3464	5	C	UR	0	0.593351	0.518298	0.64842	0.64152	0.83659	0.69545	0.518084	0.548299	0
KY21.Chr11.950.v1.ND1-2			3465	5	C	UR	0	0.76456	0.615182	0.70774	0.511321	0.537397	0.531352	0.7056	0.62684	0
KY21.Chr1.2220.v1.SL1-1			3466	12	C	UR	0	1.57209	1.28216	1.63268	1.53121	1.63117	1.45702	1.6099	1.28377	0
KY21.Chr12.35.v1.nonSL2-1			3467	12	C	UR	0	1.62923	1.32104	1.57533	1.37471	1.60144	1.39505	1.6434	1.45981	0
KY21.Chr14.468.v1.SL1-2			3468	16	C	UR	0	0.645891	0.536741	0.758713	1.35207	2.0715	2.05124	3.7687	4.81516	0
KY21.Chr10.341.v1.nonSL3-1			3469	6	C	UR	0	0.77331	0.599034	0.792819	0.642438	0.91394	0.729542	0.888742	0.66018	0
KY21.Chr3.888.v1.SL1-1			3470	9	C	UR	0	1.20235	1.16222	1.742	1.42272	1.28998	0.800648	0.755741	0.624335	0
KY21.Chr6.203.v1.SL1-1			3471	4	C	UR	0	0.491646	0.406728	0.508648	0.55647	0.62885	0.54043	0.445809	0.421428	0
KY21.Chr12.927.v1.nonSL1-1			3472	6	C	UR	0	1.0572	0.84418	0.99043	0.530631	0.649095	0.62202	0.743394	0.563076	0
KY21.Chr11.265.v1.nonSL1-1			3473	11	C	UR	0	1.13669	0.996309	1.14161	1.15715	1.4815	1.42182	1.89917	1.76574	0
KY21.Chr14.637.v1.nonSL4-1			3474	1	C	UR	0	0.15522	0.12064	0.15136	0.098239	0.12528	0.11958	0.12697	0.10271	0
KY21.Chr2.950.v4.nonSL5-1			3475	10	C	UR	0	0.966294	1.13277	1.1348	0.97406	1.17331	1.17662	1.71552	1.7266	0
KY21.Chr11.92.v1.nonSL7-1			3475	48	C	UR	0	6.22468	5.6383	6.36197	5.62618	6.23975	5.83828	6.24231	5.8286	0
KY21.Chr13.394.v1.SL1-1			3476	4	C	UR	0	0.46034	0.399088	0.422948	0.386137	0.54137	0.49108	0.67015	0.62891	0
KY21.Chr1.284.v1.SL1-1			3477	8	C	UR	0	0.459143	0.461124	0.586778	0.526648	0.887937	0.997212	1.85289	2.22827	0
KY21.Chr9.220.v1.nonSL12-1			3478	4	C	UR	0	0.44938	0.422327	0.51837	0.362038	0.47953	0.51224	0.67864	0.57748	0
KY21.Chr3.1078.v1.nonSL2-1			3479	1	C	UR	0	0.11069	0.10278	0.10437	0.12709	0.15054	0.16444	0.13881	0.10128	0
KY21.Chr11.1010.v1.SL2-1			3480	11	C	UR	0	4.00992	3.39552	1.19736	0.793644	0.587057	0.396981	0.367077	0.252437	0
KY21.Chr7.688.v1.nonSL5-1			3481	6	C	UR	0	0.97361	0.80068	0.764893	0.705361	0.78042	0.69547	0.692552	0.587017	0
KY21.Chr9.175.v1.SL1-1			3482	7	C	UR	0	0.663069	0.433296	0.536967	0.748049	0.908755	0.99621	1.29646	1.41718	0
KY21.Chr2.1100.v1.SL1-1			3483	10	C	UR	0	1.55458	1.4173	1.58249	0.81734	1.00032	1.00452	1.37392	1.24957	0
KY21.Chr1.2209.v1.ND1-1			3484	2	C	UR	0	0.041128	0.046682	0.023559	0.0176616	0.057051	0.033461	0.267	1.51345	0
KY21.Chr3.1556.v1.ND1-1			3485	7	C	UR	0	0.37516	0.450887	0.725715	0.681696	1.01248	1.20502	1.32806	1.22096	0
KY21.Chr2.881.v1.SL2-1			3486	8	C	UR	0	0.771318	0.586301	0.894066	1.04218	1.3314	1.19904	1.1734	1.0023	0
KY21.Chr10.651.v2.ND2-1			3487	3	C	UR	0	0.332506	0.208238	0.283899	0.287043	0.39258	0.38917	0.57095	0.53561	0
KY21.Chr5.659.v1.nonSL5-1			3488	4	C	UR	0	0.433392	0.38462	0.396181	0.473618	0.61254	0.51828	0.514971	0.66639	0
KY21.Chr14.679.v1.SL1-1			3489	5	C	UR	0	0.64834	0.530712	0.64739	0.55777	0.66521	0.554673	0.69558	0.70035	0
KY21.Chr3.47.v1.ND1-1			3490	7	C	UR	0	0.747645	0.631899	0.693574	0.694281	0.786701	0.798774	1.18015	1.46696	0
KY21.Chr3.372.v1.nonSL2-1			3491	6	C	UR	0	0.850799	0.807629	0.892154	0.676622	0.697878	0.658209	0.733363	0.683363	0
KY21.Chr9.906.v1.SL1-1			3492	3	C	UR	0	0.454	0.47793	0.40312	0.43941	0.38769	0.316625	0.299349	0.221883	0
KY21.Chr11.309.v1.SL1-3			3493	30	C	UR	0	3.92089	3.41706	3.93449	3.42218	3.8795	3.54314	4.23789	3.6448	0
KY21.Chr10.739.v1.SL1-1			3494	6	C	UR	0	0.75364	0.629168	0.689614	0.725812	0.7662	0.81233	0.90275	0.7205	0
KY21.Chr2.641.v1.SL2-1			3495	4	C	UR	0	0.459992	0.305721	1.3255	0.391351	0.378972	0.392747	0.438562	0.307163	0
KY21.Chr12.179.v1.ND1-1			3496	10	C	UR	0	0.0467924	0.0462462	0.321058	0.298588	0.498043	1.03121	3.1841	4.57397	0
KY21.Chr5.238.v1.SL1-1			3497	12	C	UR	0	1.71858	1.34355	1.73131	1.51639	1.68061	1.34795	1.45484	1.20681	0
KY21.Chr1.1350.v1.SL1-1			3498	7	C	UR	0	1.01236	0.825186	0.93505	0.703914	0.823661	0.765377	0.913083	1.02134	0
KY21.Chr14.4.v1.nonSL6-1			3499	2	C	UR	0	0.22345	0.207178	0.26927	0.27009	0.2944	0.26483	0.27395	0.196858	0
KY21.Chr7.289.v2.SL2-1			3500	5	C	UR	0	0.60643	0.559431	0.62606	0.629518	0.73614	0.70617	0.6212	0.515056	0
KY21.Chr10.232.v1.ND1-1			3501	2	C	UR	0	0.00083788	0.0008331	0.0008315	0.00083309	0.00036386	0.187014	0.64996	1.15933	0
KY21.Chr4.196.v1.SL1-1			3502	4	C	UR	0	1.43209	1.04447	0.212159	0.0385319	0.184274	0.240453	0.479737	0.368287	0
KY21.Chr14.353.v1.nonSL1-1			3503	7	C	UR	0	0.98053	0.84794	1.04615	0.643611	0.735106	0.769722	1.05006	0.92686	0
KY21.Chr8.746.v1.SL1-1			3504	2	C	UR	0	0.0222581	0.0187716	0.0195215	0.0196375	0.125908	0.24035	0.64446	0.90909	0
KY21.Chr5.1020.v1.nonSL6-1			3505	5	C	UR	0	0.67345	0.58468	0.6559	0.571443	0.67557	0.62229	0.64559	0.571081	0
KY21.Chr9.712.v6.nonSL6-1			3506	19	C	UR	0	16.6678	1.18281	0.234895	0.0553467	0.123848	0.0772213	0.139188	0.518907	0
KY21.Chr10.283.v1.SL4-1			3507	16	C	UR	0	2.39065	2.08078	2.36169	1.84399	2.00762	1.79331	1.8256	1.69635	0
KY21.Chr2.896.v1.SL1-1			3508	4	C	UR	0	0.54273	0.422302	0.464084	0.443511	0.43689	0.454887	0.67579	0.55981	0
KY21.Chr12.470.v1.nonSL2-1			3509	11	C	UR	0	1.43684	1.35117	1.81391	1.34077	1.24782	1.14155	1.33941	1.32852	0
KY21.Chr2.1453.v1.SL2-1			3510	1	C	UR	0	0.095635	0.082474	0.14146	0.097767	0.12161	0.13348	0.15642	0.17116	0
KY21.Chr1.1168.v1.SL1-1			3511	5	C	UR	0	0.580766	0.499421	0.58442	0.6843	0.70499	0.59747	0.71616	0.632496	0
KY21.Chr4.806.v1.SL1-1			3512	17	C	UR	0	1.32061	1.19555	1.7054	1.15419	1.37586	1.344	4.1803	4.72412	0
KY21.Chr1.477.v2.ND2-2			3513	2	C	UR	0	0.146247	0.123276	0.164272	0.25498	0.34711	0.31533	0.33887	0.30992	0
KY21.Chr13.140.v1.nonSL6-1			3514	4	C	UR	0	0.47174	0.43156	0.429508	0.46569	0.53526	0.4862	0.61202	0.56802	0
KY21.Chr6.138.v1.ND1-1			3515	7	C	UR	0	0.637829	0.829958	1.03292	0.742879	0.939163	0.943375	0.987288	0.886613	0
KY21.Chr10.348.v1.SL1-2			3516	5	C	UR	0	0.65369	0.55158	0.63896	0.553587	0.61332	0.548619	0.73812	0.70213	0
KY21.Chr11.255.v1.SL1-1			3517	3	C	UR	0	0.273764	0.231369	0.32256	0.33239	0.39771	0.38881	0.52511	0.5283	0
KY21.Chr9.405.v1.SL1-1			3518	8	C	UR	0	0.0527541	0.0677803	0.133485	0.0706859	1.15237	2.45498	2.48289	1.58505	0
KY21.Chr1.601.v1.ND1-1			3519	14	C	UR	0	0.635654	0.582736	0.651519	0.670097	1.38641	2.03942	4.25544	3.77873	0
KY21.Chr5.576.v1.SL1-1			3520	9	C	UR	0	1.05426	0.907354	1.09041	1.01243	1.6932	1.02457	1.12595	1.0918	0
KY21.Chr8.436.v1.SL1-1			3521	15	C	UR	0	1.95348	1.73524	1.83158	1.88545	2.01247	1.85674	1.94108	1.78399	0
KY21.Chr2.588.v1.nonSL3-1			3522	4	C	UR	0	0.45692	0.421108	0.48042	0.46423	0.52982	0.50573	0.60002	0.54175	0
KY21.Chr10.171.v1.SL2-1			3523	7	C	UR	0	0.81151	0.690188	0.749912	0.72179	0.811097	0.83701	1.16162	1.21683	0
KY21.Chr14.609.v1.SL2-1			3524	5	C	UR	0	0.534175	0.417859	0.518527	0.525283	0.58922	0.72103	0.84637	0.84754	0
KY21.Chr3.1524.v1.nonSL2-1			3526	8	C	UR	0	0.91641	0.796273	0.94023	0.869636	1.04266	1.0177	1.2732	1.14389	0
KY21.Chr3.884.v1.SL3-1			3527	7	C	UR	0	0.559969	0.47794	0.92544	0.796075	1.05673	0.94521	1.16782	1.07083	0
KY21.Chr7.397.v1.nonSL1-1			3528	1	C	UR	0	0.025956	0.011704	0.017626	0.000025928	0.047272	0.24734	0.3355	0.31457	0
KY21.Chr2.676.v1.nonSL6-1			3529	5	C	UR	0	0.398918	0.335312	0.435276	0.75981	0.8711	0.74301	0.69437	0.76221	0
KY21.Chr5.714.v1.nonSL5-1			3530	4	C	UR	0	0.354321	0.311258	0.433599	0.396522	0.56305	0.56172	0.65474	0.72478	0
KY21.Chr7.218.v1.SL2-1			3531	10	C	UR	0	1.06491	0.767937	0.963899	0.944594	1.20098	1.40381	1.79454	1.85931	0
KY21.Chr3.1039.v1.SL1-1			3532	4	C	UR	0	0.410035	0.457684	0.51653	0.364521	0.372742	0.392926	0.61608	0.86947	0
KY21.Chr14.464.v1.ND1-1			3533	5	C	UR	0	0.00246463	0.00231418	0.0288027	0.00208514	0.0533398	0.532916	1.80101	2.57706	0
KY21.Chr3.904.v3.nonSL5-1			3534	3	C	UR	0	0.42192	0.364547	0.3969	0.297651	0.37878	0.341203	0.40832	0.39068	0
KY21.Chr3.693.v1.nonSL12-1			3535	6	C	UR	0	0.621694	0.504762	0.639844	0.79901	0.82493	0.8218	0.88964	0.89833	0
KY21.Chr1.1341.v1.ND1-1			3536	9	C	UR	0	1.06155	0.922969	1.21014	1.09388	1.33752	1.09993	1.2193	1.05471	0
KY21.Chr1.1151.v1.SL2-1			3537	4	C	UR	0	0.459164	0.47346	0.58281	0.49909	0.535	0.47304	0.52731	0.450116	0
KY21.Chr12.130.v1.nonSL5-1			3538	5	C	UR	0	0.66073	0.58039	0.71483	0.447826	0.64743	0.62978	0.66774	0.65126	0
KY21.Chr9.580.v1.nonSL1-1			3539	9	C	UR	0	0.996354	0.839974	1.07546	1.00807	1.13811	1.11842	1.47247	1.3511	0
KY21.Chr2.434.v1.SL1-2			3540	1	C	UR	0	0.1038	0.090718	0.12468	0.10128	0.13323	0.12036	0.1716	0.15434	0
KY21.Chr7.1209.v1.SL2-1			3541	9	C	UR	0	1.32033	0.971409	1.19015	0.96771	1.08972	0.968499	1.25576	1.23644	0
KY21.Chr3.1097.v1.SL1-1			3542	3	C	UR	0	0.45433	0.37159	0.47231	0.29819	0.250253	0.250018	0.46021	0.4431	0
KY21.Chr12.702.v1.SL1-2			3543	7	C	UR	0	0.658047	0.544831	0.718194	0.782654	0.93393	0.97706	1.22292	1.16237	0
KY21.Chr4.61.v1.SL2-1			3544	3	C	UR	0	0.088594	0.0151997	0.042609	0.065769	0.189933	0.33809	0.84289	1.41693	0
KY21.Chr5.1061.v1.nonSL12-1			3545	7	C	UR	0	0.697395	0.57065	0.669292	0.638029	0.84469	0.89111	1.29111	1.39774	0
KY21.Chr14.140.v1.ND1-1			3546	4	C	UR	0	0.64374	0.497342	0.67793	0.418141	0.455229	0.393361	0.52609	0.388157	0
KY21.Chr5.120.v1.ND1-1			3547	1	C	UR	0	0.11911	0.12538	0.11141	0.10575	0.13016	0.14521	0.14293	0.12006	0
KY21.Chr3.610.v1.nonSL3-1			3548	1	C	UR	0	0.10651	0.041443	0.070795	0.12598	0.15498	0.14294	0.14432	0.21302	0
KY21.Chr5.102.v1.nonSL7-1			3549	1	C	UR	0	0.0000025326	0.071249	0.025583	0.069622	0.064237	0.096775	0.19675	0.47578	0
KY21.Chr7.1044.v1.SL1-1			3550	15	C	UR	0	1.74518	2.02617	1.75954	1.62921	2.02794	1.94513	2.0166	1.85024	0
KY21.Chr5.796.v2.SL2-1			3551	7	C	UR	0	0.738167	0.560834	0.700412	0.352973	0.580463	0.703832	1.34757	2.01575	0
KY21.Chr1.614.v1.SL2-1			3552	3	C	UR	0	0.4004	0.252209	0.298333	0.3182	0.360432	0.43999	0.48188	0.4486	0
##KY21.Chr10.528.v1.ND1-1		#### false discovery correction	3553	1	C	UR	0	0.14996	0.11495	0.13354	0.11986	0.12733	0.1258	0.12913	0.099446	0
KY21.Chr12.1006.v1.ND1-1			3554	1	C	UR	0	0.1201	0.088851	0.1218	0.10304	0.13991	0.11535	0.14415	0.16679	0
KY21.Chr11.994.v1.nonSL2-1			3555	7	C	UR	0	0.96192	0.755296	0.95253	0.800558	0.89401	0.790861	0.947812	0.897001	0
KY21.Chr5.379.v3.SL3-1			3556	8	C	UR	0	1.00546	0.64424	0.850435	0.819227	0.96518	0.964408	1.35608	1.39498	0
KY21.Chr11.1205.v1.nonSL2-1			3557	7	C	UR	0	1.31561	1.18382	1.18871	0.704259	0.708332	0.60604	0.771896	0.521367	0
KY21.Chr1.457.v1.nonSL3-1			3558	6	C	UR	0	0.65808	0.540802	0.65189	0.644293	0.78264	0.7407	1.04636	0.93523	0
KY21.Chr9.625.v1.SL1-1			3559	4	C	UR	0	0.0931387	0.115242	0.133093	0.107786	0.155229	0.307948	1.12557	1.962	0
KY21.Chr9.1106.v3.SL4-1			3560	5	C	UR	0	0.235671	0.295371	0.357027	0.462274	0.57263	0.84527	1.11853	1.11321	0
KY21.Chr4.170.v1.nonSL6-2			3561	12	C	UR	0	1.18296	1.04695	1.41623	1.47967	1.57333	1.47794	1.94514	1.87778	0
KY21.Chr8.975.v1.nonSL1-1			3562	4	C	UR	0	0.58525	0.48088	0.58198	0.4519	0.54707	0.46913	0.46097	0.422818	0
KY21.Chr11.830.v2.SL7-1			3563	1	C	UR	0	0.11204	0.12713	0.14283	0.13482	0.14387	0.11878	0.10773	0.1128	0
KY21.Chr4.347.v1.ND1-1			3564	6	C	UR	0	0.0233965	0.0286426	0.179168	0.90191	1.92492	1.74714	0.828418	0.36642	0
KY21.Chr11.662.v2.nonSL3-1			3565	28	C	UR	0	3.4062	3.34129	4.60004	3.0701	3.58435	3.22652	3.59445	3.17693	0
KY21.Chr3.1226.v1.nonSL14-1			3566	17	C	UR	0	2.29534	1.91642	2.09973	1.73629	2.2155	1.80199	2.48444	2.45027	0
KY21.Chr11.118.v1.SL1-1			3567	3	C	UR	0	0.59169	0.47444	0.56904	0.196167	0.169661	0.18577	0.43985	0.37338	0
KY21.Chr10.536.v2.SL1-1			3568	2	C	UR	0	0.228836	0.0904868	0.228996	0.108247	0.26666	0.133596	0.44149	0.50169	0
KY21.Chr7.948.v1.nonSL3-1			3569	16	C	UR	0	1.86505	1.5561	2.01008	1.79286	2.97977	1.84229	2.16583	1.78804	0
KY21.Chr1.1834.v1.SL1-1			3570	12	C	UR	0	1.99313	1.61607	0.962396	0.687825	1.07129	1.38577	2.07868	2.20482	0
KY21.Chr9.260.v1.SL1-1			3571	8	C	UR	0	0.0100418	0.0132808	0.0655256	0.182446	0.149005	1.09559	2.9841	3.50002	0
KY21.Chr1.748.v1.SL1-1			3572	2	C	UR	0	0.23056	0.189734	0.26785	0.25822	0.35294	0.2821	0.23878	0.179824	0
KY21.Chr3.314.v1.SL1-1			3573	9	C	UR	0	1.07791	0.875724	0.97836	0.932081	1.17332	1.10882	1.42375	1.43009	0
KY21.Chr4.722.v1.SL1-1			3574	6	C	UR	0	0.129361	0.123561	0.591422	0.61747	0.87453	0.90895	1.33037	1.42434	0
KY21.Chr7.118.v1.SL1-1			3575	14	C	UR	0	1.67168	1.46333	1.94066	1.65332	1.81843	1.64226	1.99783	1.8125	0
KY21.Chr3.911.v1.SL1-1			3576	16	C	UR	0	3.21571	2.62171	1.99644	1.27827	1.74519	1.43835	1.95244	1.75192	0
KY21.Chr4.876.v1.ND1-1			3577	13	C	UR	0	1.67341	1.43175	1.64983	1.36429	1.61147	1.46147	2.01464	1.79311	0
KY21.Chr13.41.v1.SL1-1			3578	3	C	UR	0	0.37164	0.33022	0.38964	0.309081	0.37308	0.37656	0.45218	0.3976	0
KY21.Chr5.932.v1.SL1-1			3579	3	C	UR	0	0.054842	0.074998	0.197468	0.34878	0.5777	0.55323	0.66125	0.53173	0
KY21.Chr11.1294.v1.ND1-1			3580	35	C	UR	0	4.07961	3.62002	4.10739	4.56993	4.94362	4.45647	4.78737	4.43559	0
KY21.Chr5.878.v1.SL1-1			3581	18	C	UR	0	1.13451	0.849624	1.89586	2.22883	2.99784	2.67341	3.32063	2.89929	0
KY21.Chr9.963.v2.SL3-1			3582	16	C	UR	0	1.38411	1.14282	1.47422	1.5485	2.29171	2.40932	2.89044	2.85888	0
KY21.Chr5.731.v1.nonSL4-1			3583	8	C	UR	0	0.439815	0.34617	0.355698	0.480429	1.24314	1.51303	1.75591	1.86583	0
KY21.Chr1.1410.v1.SL1-1			3584	4	C	UR	0	0.19326	0.186206	0.365251	0.443507	0.66705	0.70719	0.77747	0.66007	0
KY21.Chr1.1942.v1.ND1-1			3585	12	C	UR	0	1.38656	1.20603	1.63986	1.92869	2.10057	1.29697	1.35359	1.08773	0
KY21.Chr4.996.v1.nonSL1-1			3586	8	C	UR	0	1.06628	0.9103	1.04618	0.843435	0.952841	0.862902	1.25825	1.05985	0
KY21.Chr10.234.v1.SL1-1			3587	8	C	UR	0	0.989492	0.832361	1.04343	0.687743	0.862839	0.736167	1.44916	1.3988	0
KY21.Chr9.1141.v1.SL2-1			3588	1	C	UR	0	0.035111	0.017231	0.018491	0.031173	0.067325	0.15527	0.35231	0.32309	0
KY21.Chr9.964.v1.SL2-1			3589	10	C	UR	0	1.52691	1.32697	1.35337	1.16937	1.23683	0.992365	1.31926	1.07487	0
KY21.Chr12.73.v1.nonSL8-1			3590	4	C	UR	0	0.269518	0.332322	0.432369	0.49479	0.55041	0.55017	0.68412	0.68632	0
KY21.Chr12.103.v1.SL2-1			3591	5	C	UR	0	0.530738	0.512659	0.6286	0.537491	0.79416	0.568167	0.76335	0.66485	0
KY21.Chr12.107.v1.ND1-1			3591	1	C	UR	0	0.12311	0.027724	0.025362	0.032587	0.064684	0.12396	0.28685	0.31572	0
KY21.Chr11.1131.v1.SL3-1			3592	3	C	UR	0	0.39938	0.328265	0.40035	0.34705	0.37433	0.308502	0.41593	0.42619	0
KY21.Chr4.668.v1.SL3-1			3593	3	C	UR	0	0.51236	0.4034	0.364214	0.34232	0.43818	0.313512	0.33491	0.291116	0
KY21.Chr10.601.v1.SL1-1			3594	5	C	UR	0	0.429795	0.403594	0.597652	0.64816	0.76157	0.7063	0.72408	0.72882	0
KY21.Chr3.1519.v1.nonSL1-1			3595	2	C	UR	0	0.04879	0.073719	0.205913	0.35105	0.37034	0.38398	0.34351	0.222703	0
KY21.UAContig8.29.v1.nonSL2-1			3596	2	C	UR	0	0.08556	0.101291	0.119481	0.37063	0.51477	0.37953	0.194423	0.23432	0
KY21.Chr1.181.v1.nonSL3-1			3597	1	C	UR	0	0.14705	0.11748	0.13968	0.11065	0.12173	0.11711	0.12703	0.11926	0
KY21.Chr6.659.v1.SL1-1			3598	2	C	UR	0	0.48305	0.39738	0.4828	0.137756	0.169193	0.116904	0.107465	0.105455	0
KY21.Chr5.413.v1.SL2-1			3599	1	C	UR	0	0.14648	0.064088	0.10019	0.10771	0.11818	0.15619	0.15045	0.15671	0
KY21.Chr1.1856.v2.nonSL1-2			3600	12	C	UR	0	1.72241	1.4292	1.66483	1.3982	1.59352	1.38881	1.54162	1.26145	0
KY21.Chr3.1089.v1.SL1-1			3601	1	C	UR	0	0.004775	0.0066141	0.011298	0.030309	0.031578	0.35677	0.35296	0.2057	0
KY21.Chr3.1589.v1.SL2-1			3602	11	C	UR	0	0.987153	0.874615	1.07423	1.45667	1.61521	1.47826	1.92391	1.58995	0
KY21.Chr13.211.v1.SL1-1			3603	2	C	UR	0	0.20582	0.159465	0.21088	0.188173	0.2845	0.26507	0.36009	0.326	0
KY21.Chr4.373.v1.SL1-1			3604	18	C	UR	0	2.12708	1.83465	2.22055	2.1829	2.59226	2.34406	2.46063	2.2379	0
KY21.Chr7.891.v1.SL2-1			3605	1	C	UR	0	0.071499	0.057714	0.085806	0.13141	0.15521	0.16584	0.17272	0.1598	0
KY21.Chr2.861.v1.nonSL2-1			3606	8	C	UR	0	0.967267	0.82055	0.942695	0.883305	1.09263	0.883608	1.25508	1.15487	0
KY21.Chr7.603.v1.SL1-1			3607	3	C	UR	0	0.240586	0.194322	0.272903	0.258953	0.38151	0.43004	0.58317	0.63852	0
KY21.Chr5.817.v1.SL3-1			3609	7	C	UR	0	0.74851	0.613447	0.82489	0.730163	0.90841	0.95329	1.11044	1.11086	0
KY21.Chr3.1142.v1.SL3-1			3610	3	C	UR	0	2.70657	0.166554	0.0215707	0.000776	0.00076051	0.00389243	0.0296233	0.070254	0
