ID_protein	gene	gene_name	PE	SV
tr|F6TZN8|F6TZN8_CIOIN	WW domain-containing protein		PE=4	SV=2
tr|F6TZP7|F6TZP7_CIOIN	Uncharacterized protein	LOC100181625	PE=4	SV=1
tr|F6TZQ2|F6TZQ2_CIOIN	RGS domain-containing protein		PE=4	SV=2
tr|F6TZQ9|F6TZQ9_CIOIN	C2 domain-containing protein		PE=4	SV=2
tr|F6TZY2|F6TZY2_CIOIN	RGS domain-containing protein		PE=4	SV=2
tr|F6U009|F6U009_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U031|F6U031_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U053|F6U053_CIOIN	3'5'-cyclic nucleotide phosphodiesterase N-terminal domain-containing protein		PE=4	SV=2
tr|F6U068|F6U068_CIOIN	PDEase domain-containing protein		PE=4	SV=2
tr|F6U075|F6U075_CIOIN	Myosin-14-like	LOC100179487	PE=4	SV=2
tr|F6U083|F6U083_CIOIN	Uncharacterized LOC100184045	LOC100184045	PE=4	SV=1
tr|F6U095|F6U095_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U0A2|F6U0A2_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U0B8|F6U0B8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U0E2|F6U0E2_CIOIN	VWFA domain-containing protein		PE=4	SV=1
tr|F6U0F0|F6U0F0_CIOIN	VWFA domain-containing protein		PE=4	SV=2
tr|F6U0J6|F6U0J6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U0K9|F6U0K9_CIOIN	Germinal-centre associated nuclear protein MCM3AP domain-containing protein		PE=4	SV=2
tr|F6U0L8|F6U0L8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U0R2|F6U0R2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U0U0|F6U0U0_CIOIN	thiopurine S-methyltransferase		PE=3	SV=2
tr|F6U0W4|F6U0W4_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=1
tr|F6U0X3|F6U0X3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U0Z1|F6U0Z1_CIOIN	Uncharacterized LOC100185512	LOC100185512	PE=4	SV=2
tr|F6U128|F6U128_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U137|F6U137_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U144|F6U144_CIOIN	PKD/Chitinase domain-containing protein		PE=4	SV=2
tr|F6U155|F6U155_CIOIN	Uncharacterized LOC100182476	LOC100182476	PE=4	SV=1
tr|F6U167|F6U167_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U176|F6U176_CIOIN	Valacyclovir hydrolase-like	LOC100178524	PE=4	SV=1
tr|F6U182|F6U182_CIOIN	MOB kinase activator-like 4		PE=4	SV=2
tr|F6U189|F6U189_CIOIN	MORN repeat-containing protein 5		PE=4	SV=2
tr|F6U1A4|F6U1A4_CIOIN	Uncharacterized LOC100185168	LOC100185168	PE=4	SV=1
tr|F6U1C0|F6U1C0_CIOIN	ZP domain-containing protein		PE=4	SV=2
tr|F6U1D5|F6U1D5_CIOIN	Replication factor A C-terminal domain-containing protein		PE=4	SV=2
tr|F6U1F4|F6U1F4_CIOIN	Protein GPR107-like	LOC100175424	PE=4	SV=2
tr|F6U1G9|F6U1G9_CIOIN	PRKC apoptosis WT1 regulator protein-like	LOC100181983	PE=4	SV=1
tr|F6U1K1|F6U1K1_CIOIN	B30.2/SPRY domain-containing protein		PE=4	SV=2
tr|F6U1L2|F6U1L2_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U1N7|F6U1N7_CIOIN	Polycomb group protein FERTILIZATION-INDEPENDENT SEED 2-like	LOC100176541	PE=4	SV=2
tr|F6U1U8|F6U1U8_CIOIN	F-box domain-containing protein		PE=4	SV=2
tr|F6U1W2|F6U1W2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U1X0|F6U1X0_CIOIN	"Choline dehydrogenase, mitochondrial"	LOC100183999	PE=3	SV=2
tr|F6U1X7|F6U1X7_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U1Y5|F6U1Y5_CIOIN	Lebercilin domain-containing protein		PE=4	SV=2
tr|F6U1Z4|F6U1Z4_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U1Z9|F6U1Z9_CIOIN	Retinol dehydrogenase 13-like	LOC100180314	PE=3	SV=2
tr|F6U222|F6U222_CIOIN	Choline/carnitine acyltransferase domain-containing protein		PE=3	SV=2
tr|F6U262|F6U262_CIOIN	Protein bicaudal D homolog 2-like	LOC100184412	PE=3	SV=2
tr|F6U277|F6U277_CIOIN	PH domain-containing protein		PE=4	SV=1
tr|F6U2I3|F6U2I3_CIOIN	C2H2-type domain-containing protein		PE=4	SV=2
tr|F6U2K0|F6U2K0_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U2L4|F6U2L4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U2N7|F6U2N7_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=2
tr|F6U2R3|F6U2R3_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U2S1|F6U2S1_CIOIN	Endothelin-converting enzyme 1		PE=4	SV=2
tr|F6U351|F6U351_CIOIN	Caspase family p20 domain-containing protein		PE=3	SV=2
tr|F6U379|F6U379_CIOIN	VWFC domain-containing protein		PE=4	SV=2
tr|F6U385|F6U385_CIOIN	VWF/SSPO/Zonadhesin-like cysteine-rich domain-containing protein		PE=4	SV=1
tr|F6U393|F6U393_CIOIN	Uncharacterized LOC100177297	LOC100177297	PE=4	SV=1
tr|F6U3B3|F6U3B3_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U3E1|F6U3E1_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U3F2|F6U3F2_CIOIN	Splicing factor 3B subunit 6-like	LOC100181343	PE=4	SV=2
tr|F6U3H6|F6U3H6_CIOIN	IRF tryptophan pentad repeat domain-containing protein		PE=4	SV=2
tr|F6U3I5|F6U3I5_CIOIN	Uncharacterized LOC778872	LOC778872	PE=4	SV=2
tr|F6U3J3|F6U3J3_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U3K8|F6U3K8_CIOIN	D-ribitol-5-phosphate cytidylyltransferase-like	LOC100181040	PE=3	SV=2
tr|F6U3Q1|F6U3Q1_CIOIN	26S proteasome non-ATPase regulatory subunit 6	LOC100184510	PE=4	SV=2
tr|F6U3Q9|F6U3Q9_CIOIN	ATP-binding cassette sub-family D member 4	LOC100181360	PE=4	SV=2
tr|F6U3S0|F6U3S0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U3S7|F6U3S7_CIOIN	DEAD-box helicase OB fold domain-containing protein		PE=4	SV=2
tr|F6U3Y9|F6U3Y9_CIOIN	Sulfotransferase		PE=4	SV=1
tr|F6U3Z6|F6U3Z6_CIOIN	Uncharacterized LOC100180923	LOC100180923	PE=4	SV=2
tr|F6U402|F6U402_CIOIN	Zinc finger RING-type eukaryotic domain-containing protein		PE=4	SV=2
tr|F6U419|F6U419_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U428|F6U428_CIOIN	Uncharacterized oxidoreductase TM_0325-like	LOC100176708	PE=4	SV=1
tr|F6U441|F6U441_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U472|F6U472_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U481|F6U481_CIOIN	RabBD domain-containing protein		PE=4	SV=2
tr|F6U4B7|F6U4B7_CIOIN	Rho-GAP domain-containing protein		PE=4	SV=2
tr|F6U4H3|F6U4H3_CIOIN	AMP-dependent synthetase/ligase domain-containing protein		PE=3	SV=2
tr|F6U4I8|F6U4I8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U4J4|F6U4J4_CIOIN	Multidrug resistance protein 1A	LOC100184484	PE=4	SV=2
tr|F6U4M6|F6U4M6_CIOIN	Myelin P2 protein-like	LOC100177703	PE=3	SV=1
tr|F6U4R0|F6U4R0_CIOIN	Ig-like domain-containing protein		PE=4	SV=2
tr|F6U4R7|F6U4R7_CIOIN	Ig-like domain-containing protein		PE=4	SV=1
tr|F6U4S9|F6U4S9_CIOIN	C2H2-type domain-containing protein		PE=4	SV=2
tr|F6U4Y0|F6U4Y0_CIOIN	Cartilage intermediate layer protein-like	clip-like	PE=4	SV=1
tr|F6U4Y8|F6U4Y8_CIOIN	Anaphase-promoting complex subunit 4 WD40 domain-containing protein		PE=4	SV=2
tr|F6U4Z3|F6U4Z3_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U516|F6U516_CIOIN	Uncharacterized LOC100185653	LOC100185653	PE=3	SV=1
tr|F6U544|F6U544_CIOIN	Tubulin polyglutamylase TTLL7-like	LOC100180570	PE=4	SV=2
tr|F6U568|F6U568_CIOIN	UMA domain-containing protein		PE=4	SV=2
tr|F6U5A0|F6U5A0_CIOIN	Zinc finger protein 260	LOC100181901	PE=4	SV=2
tr|F6U5A4|F6U5A4_CIOIN	ABC transmembrane type-1 domain-containing protein		PE=4	SV=2
tr|F6U5B2|F6U5B2_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U5F1|F6U5F1_CIOIN	ATP citrate synthase		PE=4	SV=2
tr|F6U5F8|F6U5F8_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=2
tr|F6U5I7|F6U5I7_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U5N1|F6U5N1_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=2
tr|F6U5N9|F6U5N9_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|F6U5S2|F6U5S2_CIOIN	K Homology domain-containing protein		PE=4	SV=2
tr|F6U5S8|F6U5S8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U5V0|F6U5V0_CIOIN	WxxW domain-containing protein		PE=4	SV=2
tr|F6U5W6|F6U5W6_CIOIN	Clp ATPase C-terminal domain-containing protein		PE=4	SV=2
tr|F6U5X5|F6U5X5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U617|F6U617_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=2
tr|F6U637|F6U637_CIOIN	VWFA domain-containing protein		PE=3	SV=2
tr|F6U649|F6U649_CIOIN	NTR domain-containing protein		PE=4	SV=2
tr|F6U673|F6U673_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U6A2|F6U6A2_CIOIN	PX domain-containing protein		PE=4	SV=2
tr|F6U6C0|F6U6C0_CIOIN	Pseudouridine synthase RsuA/RluA-like domain-containing protein		PE=4	SV=2
tr|F6U6D1|F6U6D1_CIOIN	Midasin		PE=4	SV=2
tr|F6U6E1|F6U6E1_CIOIN	CXXC-type domain-containing protein		PE=4	SV=2
tr|F6U6E6|F6U6E6_CIOIN	H15 domain-containing protein		PE=4	SV=2
tr|F6U6F4|F6U6F4_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=2
tr|F6U6H1|F6U6H1_CIOIN	Secreted protein		PE=4	SV=1
tr|F6U6H9|F6U6H9_CIOIN	Methyltransferase type 11 domain-containing protein		PE=4	SV=2
tr|F6U6J2|F6U6J2_CIOIN	Leucine-rich repeat-containing protein 70	LOC100185638	PE=4	SV=2
tr|F6U6K0|F6U6K0_CIOIN	CUB domain-containing protein		PE=4	SV=2
tr|F6U6K8|F6U6K8_CIOIN	Midasin	LOC100176160	PE=4	SV=2
tr|F6U6N8|F6U6N8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U6Q9|F6U6Q9_CIOIN	Uncharacterized LOC100184022	LOC100184022	PE=4	SV=2
tr|F6U6R8|F6U6R8_CIOIN	Protein FAM92A-like	LOC100186403	PE=3	SV=2
tr|F6U6S5|F6U6S5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U6U6|F6U6U6_CIOIN	EGF-like domain-containing protein		PE=4	SV=2
tr|F6U6V9|F6U6V9_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U6X8|F6U6X8_CIOIN	Growth hormone secretagogue receptor type 1-like	LOC100184817	PE=4	SV=1
tr|F6U6Y7|F6U6Y7_CIOIN	Ig-like domain-containing protein		PE=4	SV=2
tr|F6U743|F6U743_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U748|F6U748_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U756|F6U756_CIOIN	MAM domain-containing protein		PE=4	SV=1
tr|F6U799|F6U799_CIOIN	Laminin G domain-containing protein		PE=4	SV=1
tr|F6U7A5|F6U7A5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U7B2|F6U7B2_CIOIN	Zinc finger protein squeeze	LOC100179720	PE=4	SV=1
tr|F6U7B9|F6U7B9_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U7D4|F6U7D4_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U7F8|F6U7F8_CIOIN	EGF-like domain-containing protein		PE=4	SV=2
tr|F6U7M8|F6U7M8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U7P2|F6U7P2_CIOIN	ZP domain-containing protein		PE=4	SV=2
tr|F6U7S8|F6U7S8_CIOIN	BTB domain-containing protein		PE=4	SV=2
tr|F6U7U1|F6U7U1_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U7V0|F6U7V0_CIOIN	PIPK domain-containing protein		PE=4	SV=2
tr|F6U7X2|F6U7X2_CIOIN	PIPK domain-containing protein		PE=4	SV=2
tr|F6U805|F6U805_CIOIN	Uncharacterized LOC100182510	LOC100182510	PE=4	SV=1
tr|F6U837|F6U837_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U842|F6U842_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U886|F6U886_CIOIN	GLTSCR protein conserved domain-containing protein		PE=4	SV=2
tr|F6U895|F6U895_CIOIN	Protein FAM167A	LOC100185575	PE=3	SV=1
tr|F6U8D6|F6U8D6_CIOIN	Alpha- and gamma-adaptin-binding protein p34	LOC100177805	PE=4	SV=2
tr|F6U8E4|F6U8E4_CIOIN	Cation/H+ exchanger domain-containing protein		PE=4	SV=2
tr|F6U8G8|F6U8G8_CIOIN	Glycoside hydrolase family 31 N-terminal domain-containing protein		PE=3	SV=2
tr|F6U8L4|F6U8L4_CIOIN	TsaA-like domain-containing protein		PE=3	SV=2
tr|F6U8M1|F6U8M1_CIOIN	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	LOC100175173	PE=4	SV=2
tr|F6U8P2|F6U8P2_CIOIN	Rab-GAP TBC domain-containing protein		PE=4	SV=2
tr|F6U8Q9|F6U8Q9_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U8R6|F6U8R6_CIOIN	Protein FAM8A1-like	LOC100179729	PE=4	SV=2
tr|F6U8U5|F6U8U5_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6U8V1|F6U8V1_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U8W0|F6U8W0_CIOIN	ubiquitinyl hydrolase 1		PE=4	SV=2
tr|F6U8W7|F6U8W7_CIOIN	Concentrative nucleoside transporter C-terminal domain-containing protein		PE=4	SV=2
tr|F6U8Y8|F6U8Y8_CIOIN	Phosphatase and actin regulator		PE=4	SV=2
tr|F6U922|F6U922_CIOIN	FERM domain-containing protein		PE=4	SV=2
tr|F6U930|F6U930_CIOIN	WW domain-binding protein 2-like	LOC104265415	PE=4	SV=1
tr|F6U943|F6U943_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U973|F6U973_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U981|F6U981_CIOIN	CCR4-NOT transcription complex subunit 2		PE=4	SV=2
tr|F6U987|F6U987_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=1
tr|F6U9B8|F6U9B8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6U9C5|F6U9C5_CIOIN	"2,5-diketo-D-gluconic acid reductase B-like"	LOC100179164	PE=4	SV=2
tr|F6U9D1|F6U9D1_CIOIN	Serine/Arginine-related protein 53-like	LOC100180777	PE=4	SV=2
tr|F6U9G3|F6U9G3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U9L3|F6U9L3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6U9M5|F6U9M5_CIOIN	Uncharacterized LOC100185563	LOC100185563	PE=4	SV=1
tr|F6U9N4|F6U9N4_CIOIN	SAM domain-containing protein		PE=4	SV=2
tr|F6U9P7|F6U9P7_CIOIN	Glycosyltransferase-like domain-containing protein 1		PE=3	SV=2
tr|F6U9V6|F6U9V6_CIOIN	UBA domain-containing protein		PE=4	SV=2
tr|F6UA25|F6UA25_CIOIN	Regulation of enolase protein 1-like	LOC100178356	PE=4	SV=1
tr|F6UA31|F6UA31_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UA53|F6UA53_CIOIN	Uncharacterized LOC100185492	LOC100185492	PE=4	SV=2
tr|F6UA72|F6UA72_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=2
tr|F6UA80|F6UA80_CIOIN	Uncharacterized LOC100180649	LOC100180649	PE=4	SV=1
tr|F6UAB2|F6UAB2_CIOIN	Fanconi anemia group M protein MHF binding domain-containing protein		PE=4	SV=2
tr|F6UAC6|F6UAC6_CIOIN	Calponin-homology (CH) domain-containing protein		PE=4	SV=2
tr|F6UAD5|F6UAD5_CIOIN	GH16 domain-containing protein		PE=4	SV=2
tr|F6UAF7|F6UAF7_CIOIN	Uncharacterized protein	LOC778709	PE=4	SV=2
tr|F6UAG2|F6UAG2_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UAG8|F6UAG8_CIOIN	Uncharacterized LOC100176132	LOC100176132	PE=4	SV=2
tr|F6UAH7|F6UAH7_CIOIN	SMP-LTD domain-containing protein		PE=4	SV=2
tr|F6UAJ2|F6UAJ2_CIOIN	RNA-polymerase II-associated protein 3-like C-terminal domain-containing protein		PE=4	SV=2
tr|F6UAK1|F6UAK1_CIOIN	Fibrinogen C-terminal domain-containing protein		PE=4	SV=2
tr|F6UAN9|F6UAN9_CIOIN	EGF-like domain-containing protein		PE=4	SV=2
tr|F6UAP7|F6UAP7_CIOIN	J domain-containing protein		PE=4	SV=2
tr|F6UAS2|F6UAS2_CIOIN	Sulfatase N-terminal domain-containing protein		PE=3	SV=2
tr|F6UAV6|F6UAV6_CIOIN	CUB domain-containing protein		PE=4	SV=1
tr|F6UAX0|F6UAX0_CIOIN	C2H2-type domain-containing protein		PE=4	SV=2
tr|F6UAY5|F6UAY5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UAY9|F6UAY9_CIOIN	Beta-lactamase-related domain-containing protein		PE=4	SV=2
tr|F6UAZ6|F6UAZ6_CIOIN	Iron hydrogenase large subunit C-terminal domain-containing protein		PE=3	SV=2
tr|F6UB26|F6UB26_CIOIN	Iminophenyl-pyruvate dimer synthase domain-containing protein		PE=4	SV=2
tr|F6UB39|F6UB39_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UB74|F6UB74_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|F6UBA5|F6UBA5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBD0|F6UBD0_CIOIN	Protein Lines N-terminal domain-containing protein		PE=4	SV=2
tr|F6UBD8|F6UBD8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBE7|F6UBE7_CIOIN	Glioma pathogenesis-related protein 1-like	LOC101242476	PE=4	SV=2
tr|F6UBG8|F6UBG8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBI6|F6UBI6_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBJ3|F6UBJ3_CIOIN	USP domain-containing protein		PE=4	SV=1
tr|F6UBM2|F6UBM2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UBP9|F6UBP9_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBQ5|F6UBQ5_CIOIN	COMM domain-containing protein		PE=4	SV=2
tr|F6UBS1|F6UBS1_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UBS8|F6UBS8_CIOIN	2-phosphoxylose phosphatase 1	LOC100180903	PE=4	SV=1
tr|F6UBT3|F6UBT3_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6UBW4|F6UBW4_CIOIN	Sulfotransferase		PE=4	SV=2
tr|F6UBX1|F6UBX1_CIOIN	VWFA domain-containing protein		PE=4	SV=2
tr|F6UBY9|F6UBY9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UC03|F6UC03_CIOIN	SPRY domain-containing protein 7	LOC100183694	PE=4	SV=2
tr|F6UC10|F6UC10_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UC91|F6UC91_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6UCA6|F6UCA6_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UCB5|F6UCB5_CIOIN	Uncharacterized LOC100177071	LOC100177071	PE=4	SV=2
tr|F6UCG6|F6UCG6_CIOIN	FYVE-type domain-containing protein		PE=4	SV=2
tr|F6UCM8|F6UCM8_CIOIN	Protein-tyrosine-phosphatase		PE=3	SV=2
tr|F6UCN9|F6UCN9_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UCR2|F6UCR2_CIOIN	Platelet endothelial aggregation receptor 1-like	LOC100175155	PE=4	SV=2
tr|F6UCS0|F6UCS0_CIOIN	Janus kinase and microtubule-interacting protein C-terminal domain-containing protein		PE=4	SV=1
tr|F6UCS5|F6UCS5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UCU4|F6UCU4_CIOIN	NAD-dependent epimerase/dehydratase domain-containing protein		PE=4	SV=2
tr|F6UD02|F6UD02_CIOIN	RING-type E3 ubiquitin transferase		PE=4	SV=2
tr|F6UD27|F6UD27_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UD49|F6UD49_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UDF7|F6UDF7_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UDH5|F6UDH5_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UDJ0|F6UDJ0_CIOIN	S1 motif domain-containing protein		PE=4	SV=2
tr|F6UDM9|F6UDM9_CIOIN	Lipase		PE=3	SV=2
tr|F6UDN5|F6UDN5_CIOIN	ABC transmembrane type-1 domain-containing protein		PE=4	SV=2
tr|F6UDR5|F6UDR5_CIOIN	Plexin cytoplasmic RasGAP domain-containing protein		PE=4	SV=2
tr|F6UDY1|F6UDY1_CIOIN	Metal transporter CNNM4	LOC100179607	PE=3	SV=2
tr|F6UE02|F6UE02_CIOIN	Crooked neck-like protein 1	LOC100181928	PE=4	SV=1
tr|F6UE09|F6UE09_CIOIN	"4-hydroxybenzoate polyprenyltransferase, mitochondrial-like"	LOC100178794	PE=4	SV=2
tr|F6UE24|F6UE24_CIOIN	Protein mago nashi homolog	LOC100184300	PE=3	SV=2
tr|F6UEA0|F6UEA0_CIOIN	Alcohol dehydrogenase-like N-terminal domain-containing protein		PE=4	SV=2
tr|F6UEA8|F6UEA8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UEC9|F6UEC9_CIOIN	ZU5 domain-containing protein		PE=4	SV=2
tr|F6UED7|F6UED7_CIOIN	"Alpha-(1,3)-fucosyltransferase 11-like"	LOC100181874	PE=4	SV=2
tr|F6UEE4|F6UEE4_CIOIN	RNA-binding protein 5-like	LOC100182475	PE=4	SV=2
tr|F6UEQ1|F6UEQ1_CIOIN	Uncharacterized LOC100177781	LOC100177781	PE=4	SV=2
tr|F6UES2|F6UES2_CIOIN	Uncharacterized LOC100181668	LOC100181668	PE=4	SV=1
tr|F6UEU4|F6UEU4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UF46|F6UF46_CIOIN	RRM domain-containing protein		PE=4	SV=1
tr|F6UF65|F6UF65_CIOIN	DNA repair protein Rev1 C-terminal domain-containing protein		PE=4	SV=1
tr|F6UFA9|F6UFA9_CIOIN	Uracil phosphoribosyltransferase homolog	LOC100181977	PE=4	SV=2
tr|F6UFC1|F6UFC1_CIOIN	TOG domain-containing protein		PE=3	SV=2
tr|F6UFD9|F6UFD9_CIOIN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	LOC100180370	PE=3	SV=1
tr|F6UFK1|F6UFK1_CIOIN	Plasma kallikrein	LOC100182205	PE=4	SV=2
tr|F6UFS0|F6UFS0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UFS8|F6UFS8_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UFU1|F6UFU1_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6UFU8|F6UFU8_CIOIN	Uncharacterized protein		PE=3	SV=2
tr|F6UFW3|F6UFW3_CIOIN	Methyltransferase-like protein 4		PE=3	SV=2
tr|F6UFX8|F6UFX8_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=2
tr|F6UG00|F6UG00_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|F6UG09|F6UG09_CIOIN	C2 domain-containing protein		PE=4	SV=2
tr|F6UG17|F6UG17_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UG22|F6UG22_CIOIN	Uncharacterized LOC101243503	LOC101243503	PE=4	SV=2
tr|F6UG30|F6UG30_CIOIN	ALMS motif domain-containing protein		PE=4	SV=1
tr|F6UG35|F6UG35_CIOIN	BTB domain-containing protein		PE=3	SV=2
tr|F6UG49|F6UG49_CIOIN	Uncharacterized LOC100179815	LOC100179815	PE=4	SV=2
tr|F6UG77|F6UG77_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UG85|F6UG85_CIOIN	Echinoderm microtubule-associated protein-like 6	LOC100176758	PE=4	SV=2
tr|F6UGB4|F6UGB4_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UGC2|F6UGC2_CIOIN	Condensin complex subunit 1 C-terminal domain-containing protein		PE=4	SV=2
tr|F6UGJ2|F6UGJ2_CIOIN	Glycosyltransferase 2-like domain-containing protein		PE=4	SV=2
tr|F6UGK1|F6UGK1_CIOIN	IF rod domain-containing protein		PE=4	SV=2
tr|F6UGK6|F6UGK6_CIOIN	Zinc finger protein		PE=4	SV=2
tr|F6UGQ7|F6UGQ7_CIOIN	Acyl-coa synthetase		PE=3	SV=2
tr|F6UGT8|F6UGT8_CIOIN	Basal body-orientation factor 1-like	LOC100183833	PE=4	SV=2
tr|F6UGW6|F6UGW6_CIOIN	Sfi1 spindle body domain-containing protein		PE=4	SV=2
tr|F6UGZ6|F6UGZ6_CIOIN	Cathepsin propeptide inhibitor domain-containing protein		PE=4	SV=1
tr|F6UH06|F6UH06_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|F6UH08|F6UH08_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UH30|F6UH30_CIOIN	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"	LOC100179963	PE=4	SV=1
tr|F6UH44|F6UH44_CIOIN	Uncharacterized protein		PE=4	SV=2
tr|F6UH86|F6UH86_CIOIN	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein		PE=3	SV=2
tr|F6UHA9|F6UHA9_CIOIN	2-oxoglutarate dehydrogenase E1 component N-terminal domain-containing protein		PE=3	SV=2
tr|F6UHC0|F6UHC0_CIOIN	Uncharacterized protein		PE=4	SV=2
